polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
PBDTNTz1,BDT-NTz alternating backbone,different alkyl groups on BDT and NTz,alkyl,NTz16/BDT8,modulate solubility and intermolecular packing,PSC and OFET,electronic,N/A,N/A,18.9 kDa,N/A,2.20,2.2 × 10−2 cm2V−1s−1,N/A,N/A,N/A,7.37%,14.04 mA/cm2,0.94 V,55.81%,amorphous,3.7 Å,N/A,1:1 wt% blend; AM1.5G 100 mW/cm2,bulk heterojunction,N/A,chlorobenzene,N/A,BGTC OFET; inverted PSC (ITO/ZnO/MoO3/Ag),face-on orientation,309_s41428-022-00742-9.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/pdf/309_s41428-022-00742-9.txt,text_mining_GPT_extended
PBDTNTz2,BDT-NTz alternating backbone,different alkyl groups on BDT and NTz,alkyl,NTz8/BDT16,modulate solubility and intermolecular packing,PSC and OFET,electronic,N/A,N/A,14.3 kDa,N/A,1.85,5.0 × 10−2 cm2V−1s−1,N/A,N/A,N/A,2.39%,6.74 mA/cm2,0.94 V,37.81%,amorphous,N/A,N/A,1:1 wt% blend; AM1.5G 100 mW/cm2,bulk heterojunction,N/A,chlorobenzene,N/A,BGTC OFET; inverted PSC (ITO/ZnO/MoO3/Ag),more amorphous character,309_s41428-022-00742-9.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/pdf/309_s41428-022-00742-9.txt,text_mining_GPT_extended
PDPPNp,DPP-based,2-decyltetradecyl,alkyl,2-decyltetradecyl,N/A,PSC,electronic,120 nm,N/A,109.2 kDa,N/A,2.1,2.61 × 10−5 cm2 V−1 s−1,3.88 × 10−6 cm2 V−1 s−1,N/A,N/A,5.81%,10.79 mA cm−2,0.77 V,70.37%,N/A,N/A,N/A,"1:1.5 blend, 3 vol% DPE",spin-coating,chloroform with 3 vol% DPE,toluene,0.10 M Bu4NPF6 in acetonitrile,inverted device ITO/ZnO/active layer/MoO3/Ag,N/A,354_c6py00901h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/354_c6py00901h/354_c6py00901h/pdf/354_c6py00901h.txt,text_mining_GPT_extended
PDPPBT,DPP-based,2-decyltetradecyl,alkyl,2-decyltetradecyl,N/A,PSC,electronic,120 nm,N/A,162.6 kDa,N/A,2.4,6.46 × 10−5 cm2 V−1 s−1,4.32 × 10−6 cm2 V−1 s−1,N/A,N/A,4.70%,11.33 mA cm−2,0.61 V,68.00%,N/A,N/A,N/A,"1:1.5 blend, 3 vol% DPE",spin-coating,chloroform with 3 vol% DPE,toluene,0.10 M Bu4NPF6 in acetonitrile,inverted device ITO/ZnO/active layer/MoO3/Ag,N/A,354_c6py00901h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/354_c6py00901h/354_c6py00901h/pdf/354_c6py00901h.txt,text_mining_GPT_extended
PDPPFBT,DPP-based,2-decyltetradecyl,alkyl,2-decyltetradecyl,N/A,PSC,electronic,120 nm,N/A,148.4 kDa,N/A,2.6,1.02 × 10−5 cm2 V−1 s−1,2.28 × 10−6 cm2 V−1 s−1,N/A,N/A,4.47%,8.08 mA cm−2,0.77 V,72.02%,N/A,N/A,N/A,"1:1.5 blend, 3 vol% DPE",spin-coating,chloroform with 3 vol% DPE,toluene,0.10 M Bu4NPF6 in acetonitrile,inverted device ITO/ZnO/active layer/MoO3/Ag,coarse dispersive domains,354_c6py00901h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/354_c6py00901h/354_c6py00901h/pdf/354_c6py00901h.txt,text_mining_GPT_extended
PDPPBF,DPP-based,2-decyltetradecyl,alkyl,2-decyltetradecyl,N/A,PSC,electronic,120 nm,N/A,161.9 kDa,N/A,2.3,2.39 × 10−5 cm2 V−1 s−1,1.88 × 10−6 cm2 V−1 s−1,N/A,N/A,6.34%,13.44 mA cm−2,0.70 V,67.10%,N/A,N/A,N/A,"1:1.5 blend, 3 vol% DPE",spin-coating,chloroform with 3 vol% DPE,toluene,0.10 M Bu4NPF6 in acetonitrile,inverted device ITO/ZnO/active layer/MoO3/Ag,face-on orientation,354_c6py00901h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/354_c6py00901h/354_c6py00901h/pdf/354_c6py00901h.txt,text_mining_GPT_extended
PDPPNF,DPP-based,2-decyltetradecyl,alkyl,2-decyltetradecyl,N/A,PSC,electronic,120 nm,N/A,65.0 kDa,N/A,3.5,1.05 × 10−5 cm2 V−1 s−1,5.36 × 10−6 cm2 V−1 s−1,N/A,N/A,6.39%,10.81 mA cm−2,0.77 V,76.78%,N/A,N/A,N/A,"1:1.5 blend, 3 vol% DPE",spin-coating,chloroform with 3 vol% DPE,toluene,0.10 M Bu4NPF6 in acetonitrile,inverted device ITO/ZnO/active layer/MoO3/Ag,very fine nano-phase morphologies,354_c6py00901h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/354_c6py00901h/354_c6py00901h/pdf/354_c6py00901h.txt,text_mining_GPT_extended
PIDT-EHNT,"indacenodithiophene (IDT) - naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) alternating backbone",2-ethylhexyl,alkyl,2-ethylhexyl,improve solubility,OPV,electronic,80 nm,N/A,19.4 kDa,N/A,2.17,9.84 × 10−5 cm2 V−1 s−1,N/A,N/A,N/A,1.49%,4.33 mA cm−2,0.86 V,40%,N/A,N/A,N/A,polymer:PC71BM 1:2; AM1.5G 100 mW cm−2,spin-coating,chlorobenzene,anhydrous toluene and DMF,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation,313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/pdf/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,text_mining_GPT_extended
PIDT-DTNT,"indacenodithiophene (IDT) - naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) alternating backbone",hexyl,alkyl,hexyl,improve solubility,OPV,electronic,80 nm,N/A,17.6 kDa,N/A,2.02,1.66 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,2.97%,8.26 mA cm−2,0.80 V,45%,N/A,N/A,N/A,polymer:PC71BM 1:2; AM1.5G 100 mW cm−2,spin-coating,chlorobenzene,anhydrous toluene and DMF,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,unexpected phase separation,313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/pdf/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,text_mining_GPT_extended
PIDT-C12NT,"indacenodithiophene (IDT) - naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) alternating backbone",dodecyl,alkyl,dodecyl,improve solubility,OPV,electronic,80 nm,N/A,17.5 kDa,N/A,2.49,2.42 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,5.05%,10.21 mA cm−2,0.90 V,55%,N/A,N/A,N/A,polymer:PC71BM 1:2; AM1.5G 100 mW cm−2,spin-coating,chlorobenzene,anhydrous toluene and DMF,N/A,ITO/PEDOT:PSS/polymer:PC71BM/PFN/Al,interpenetrating bicontinuous network,313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer/pdf/313_design-and-synthesis-of-copolymers-of-indacenodithiophene-and-naphtho-1-2-c-5-6-c-bis%281-2-5-thiadiazole%29-for-polymer.txt,text_mining_GPT_extended
TBT-1,thienopyrroledione-benzodiathiadiazole-fluorene-based conjugated polymer,2-ethylhexyl alkyl chain,alkyl,2-ethylhexyl,packing adjustment,OLET,electronic,N/A,N/A,26×10^0,N/A,2.38,N/A,2.5×10–3 cm2·V–1·s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.37 nm,N/A,annealed at 250 °C,thermal annealing,N/A,N/A,N/A,TG-BC (glass/Au/semiconductor/PMMA/Al),face-on stacking mode,364_s40242-023-3180-4.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/364_s40242-023-3180-4/364_s40242-023-3180-4/pdf/364_s40242-023-3180-4.txt,text_mining_GPT_extended
TBT-2,thienopyrroledione-benzodiathiadiazole-fluorene-based conjugated polymer,octyl alkyl chain,alkyl,octyl,packing adjustment,OLET,electronic,N/A,N/A,3200,N/A,1.63,1.1×10–2 cm2·V–1·s–1,1.3×10–3 cm2·V–1·s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.35 nm,N/A,annealed at 250 °C,thermal annealing,N/A,N/A,N/A,TG-BC (glass/Au/semiconductor/PMMA/Al),edge-on stacking mode,364_s40242-023-3180-4.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/364_s40242-023-3180-4/364_s40242-023-3180-4/pdf/364_s40242-023-3180-4.txt,text_mining_GPT_extended
PIIT-Boc75,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,31.0 kg mol−1,N/A,1.7,1.61 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.51 Å,N/A,pristine thin film,spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),typical p-type characteristics,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc75,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,31.0 kg mol−1,N/A,1.7,7.22 × 10−5 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pristine thin film immersed in solvent (5 min),spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),partially dissolved and damaged,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc75,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,31.0 kg mol−1,N/A,1.7,1.09 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.59 Å,N/A,annealed thin film,spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),more aggregation areas,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc75,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,31.0 kg mol−1,N/A,1.7,1.38 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.59 Å,N/A,annealed thin film immersed in CHCl3 (5 min),spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),retained electronic properties,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc70,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,26.0 kg mol−1,N/A,1.9,9.67 × 10−5 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pristine thin film,spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),typical p-type characteristics,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc70,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,26.0 kg mol−1,N/A,1.9,2.02 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed thin film,spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),more aggregation areas,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc70,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,OFET,electronic,N/A,N/A,26.0 kg mol−1,N/A,1.9,1.62 × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed thin film immersed in CHCl3 (5 min),spin-coating,"1,2-dichlorobenzene",toluene,N.A,top-gate bottom-contact (TG/BC),retained electronic properties,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
PIIT-Boc65,isoindigo-thiophene,t-Boc and polyisobutylene (PIB),t-Boc and alkyl,PIB Mn = 1000 g mol−1,solution-processability; cleavable H-bond inhibitor,N/A,N/A,N/A,N/A,32.0 kg mol−1,N/A,2.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pristine and annealed films reported,spin-coating,"1,2-dichlorobenzene",toluene,0.1 M TBAPF6 in CH3CN,Cyclic voltammetry,N/A,370_c5py01669j.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/370_c5py01669j/370_c5py01669j/pdf/370_c5py01669j.txt,text_mining_GPT_extended
diHD-RR,terthiophene-FBT donor-acceptor backbone,hexyl–decyl,alkyl,hexyl–decyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,24.4 kDa,N/A,1.50,N/A,N/A,N/A,N/A,7.25 ± 0.12,16.53 ± 0.34,0.73 ± 0.01,60.33 ± 0.98,N/A,3.52 Å,≈20.5 Å,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),strong A0–0 absorption,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
diHD-RA,terthiophene-FBT donor-acceptor backbone,hexyl–decyl,alkyl,hexyl–decyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,23.0 kDa,N/A,1.87,N/A,N/A,N/A,N/A,3.20 ± 0.08,7.89 ± 0.22,0.74 ± 0.01,55.15 ± 0.47,N/A,3.58 Å,≈20.5 Å,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),did not aggregate in solution,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
diHD-DFBT,terthiophene-FBT donor-acceptor backbone,hexyl–decyl (difluoro),alkyl,hexyl–decyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,30.6 kDa,N/A,1.71,N/A,N/A,N/A,N/A,3.50 ± 0.01,9.88 ± 0.01,0.78 ± 0.01,45.59 ± 0.16,N/A,3.52 Å,N/A,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),strong J-aggregation,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
BO/HD-RR,terthiophene-FBT donor-acceptor backbone,butyl–octyl / hexyl–decyl (asymmetric),alkyl,butyl–octyl / hexyl–decyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,32.8 kDa,N/A,1.68,N/A,N/A,N/A,N/A,8.93 ± 0.08,18.95 ± 0.37,0.72 ± 0.01,65.50 ± 0.71,N/A,N/A,N/A,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),face-on orientation,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
HD/BO-RR,terthiophene-FBT donor-acceptor backbone,hexyl–decyl / butyl–octyl (asymmetric),alkyl,hexyl–decyl / butyl–octyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,46.7 kDa,N/A,1.57,N/A,N/A,N/A,N/A,8.59 ± 0.16,19.63 ± 0.45,0.69 ± 0.01,63.60 ± 1.34,N/A,N/A,N/A,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),did not dissociate until ≈57 °C,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
BO/HD-RA,terthiophene-FBT donor-acceptor backbone,butyl–octyl / hexyl–decyl (asymmetric),alkyl,butyl–octyl / hexyl–decyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,56.4 kDa,N/A,1.85,N/A,N/A,N/A,N/A,6.95 ± 0.06,17.27 ± 0.19,0.74 ± 0.01,54.60 ± 0.33,N/A,3.52 Å,19.3 Å,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),large phase separation,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
diBO-RR,terthiophene-FBT donor-acceptor backbone,butyl–octyl,alkyl,butyl–octyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,36.6 kDa,N/A,1.68,N/A,N/A,N/A,N/A,7.27 ± 0.21,16.65 ± 0.29,0.74 ± 0.01,59.16 ± 1.64,N/A,3.52 Å,18.0 Å,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),edge-on orientation,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
diBO-RA,terthiophene-FBT donor-acceptor backbone,butyl–octyl,alkyl,butyl–octyl,solubility and self-assembly control,OPV,electronic,N/A,N/A,45.4 kDa,N/A,1.72,N/A,N/A,N/A,N/A,6.51 ± 0.20,18.11 ± 0.17,0.69 ± 0.01,52.39 ± 1.76,N/A,3.54 Å,18.0 Å,AM 1.5 G illumination (100 mW cm−2),polymer:PC71BM BHJ blend,chlorobenzene,N/A,N/A,inverted device structure (ITO/ZnO/polymer:PC71BM/MoO3/Al),weak aggregation peak,311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical/pdf/311_Advanced Energy Materials - 2016 - Zhou - Toward High Efficiency Polymer Solar Cells  Influence of Local Chemical.txt,text_mining_GPT_extended
PIDSBT-OCH8,IDS-BT donor−acceptor alternating backbone,4-octyloxyphenyl groups,alkoxy,C8,investigate alkyl/alkoxy side-chain effect,OPV; OFET,electronic,40−60 nm,100 μm,10.7 kDa,N/A,1.7,2.6 × 10−2 cm2 V−1 s−1,N/A,N/A,N/A,2.6%,8.45 mA/cm2,0.76 V,41%,amorphous,N/A,N/A,1:4 in wt %,spin-coating,ortho-dichlorobenzene,chlorobenzene,N/A,ITO/PEDOT:PSS/polymer:PC71BM/Ca/Al; bottom-gate/top-contact,amorphous nature,340_a-new-pentacyclic-indacenodiselenophene-arene-and-its-donor-acceptor-copolymers-for-solution-processable-polymer-solar.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/340_a-new-pentacyclic-indacenodiselenophene-arene-and-its-donor-acceptor-copolymers-for-solution-processable-polymer-solar/340_a-new-pentacyclic-indacenodiselenophene-arene-and-its-donor-acceptor-copolymers-for-solution-processable-polymer-solar/pdf/340_a-new-pentacyclic-indacenodiselenophene-arene-and-its-donor-acceptor-copolymers-for-solution-processable-polymer-solar.txt,text_mining_GPT_extended
