polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
Si-PTTBTz-F,thienothiophene-benzotriazole,"5-(1,1,1,3,5,5,5-heptamethyltrisiloxan-3-yl)pentyl",siloxane-terminated,"5-(1,1,1,3,5,5,5-heptamethyltrisiloxan-3-yl)pentyl",solubility,OFET,electronic,N/A,100 mm,11.2 kDa,N/A,1.23,9.1  102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,3.6 Å,22.1 Å,270 C,spin-coated,anhydrous chloroform,anhydrous chlorobenzene,N/A,top-contact bottom-gate OFET,increased crystalline domain coherence length,421_1-s2.0-S1226086X20301015-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/421_1-s2.0-S1226086X20301015-main/421_1-s2.0-S1226086X20301015-main/pdf/421_1-s2.0-S1226086X20301015-main.txt,text_mining_GPT_extended
Si-PTTBTz-F,thienothiophene-benzotriazole,"5-(1,1,1,3,5,5,5-heptamethyltrisiloxan-3-yl)pentyl",siloxane-terminated,"5-(1,1,1,3,5,5,5-heptamethyltrisiloxan-3-yl)pentyl",solubility,OFET,electronic,N/A,100 mm,11.2 kDa,N/A,1.23,3.3  102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.6 Å,22.1 Å,350 C,spin-coated,anhydrous chloroform,anhydrous chlorobenzene,N/A,top-contact bottom-gate OFET,peaks decreased or vanished,421_1-s2.0-S1226086X20301015-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/421_1-s2.0-S1226086X20301015-main/421_1-s2.0-S1226086X20301015-main/pdf/421_1-s2.0-S1226086X20301015-main.txt,text_mining_GPT_extended
P1,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,18 kg mol^-1,25 kg mol^-1,1.4,N/A,1.1×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,Tanneal = 150 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Mesitylene,N/A,top-gate bottom-contact,weakly semicrystalline,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P2,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,43 kg mol^-1,86 kg mol^-1,2.0,N/A,4.4×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,Tanneal = 150 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Mesitylene,N/A,top-gate bottom-contact,N/A,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P3,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,61 kg mol^-1,113 kg mol^-1,1.9,N/A,3.9×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,Tanneal = 150 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Toluene,N/A,top-gate bottom-contact,weakly crystalline,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P4,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,103 kg mol^-1,516 kg mol^-1,5.0,N/A,1.7×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,Tanneal = 150 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Mesitylene,N/A,top-gate bottom-contact,N/A,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P3,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,61 kg mol^-1,113 kg mol^-1,1.9,N/A,1.5×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,Not annealed,"spin-coated (1000 rpm, 60 s)",o-DCB,Toluene,N/A,top-gate bottom-contact,N/A,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P3,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,61 kg mol^-1,113 kg mol^-1,1.9,N/A,3.9×10^-3 cm2 V-1 s-1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,18.81 Å,Tanneal = 120 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Toluene,N/A,top-gate bottom-contact,edge-on orientation,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P3,naphthalene diimide-alt-indacenodithiophene,n-hexylphenyl and 2-octyldodecyl,"alkyl (hexylphenyl, 2-octyldodecyl)",n-hexylphenyl; 2-octyldodecyl,solubility,OFET,electronic,N/A,20 mm,61 kg mol^-1,113 kg mol^-1,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,Tanneal = 250 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,Toluene,N/A,top-gate bottom-contact,solely edge-on orientation,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
P(NDIT2),naphthalene diimide-alt-bithiophene,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62 kg mol^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,3.94 Å,N/A,Tanneal = 120 1C,"spin-coated (1000 rpm, 60 s)",o-DCB,N/A,N/A,GIWAXS thin-film measurement,face-on orientation,437_d1ma00633a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/437_d1ma00633a/437_d1ma00633a/pdf/437_d1ma00633a.txt,text_mining_GPT_extended
PIID68-TT,poly(isoindigo-thienothiophene),hexyldecyl,alkyl,68,modulate the volumetric portion of the amorphous-like regions to change dopant diffusion efficiency,thermoelectric,electronic,10 nm,100 μm,N/A,N/A,N/A,0.053 cm2·V−1·s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,relatively higher crystallinity,N/A,19.71 Å,sequential doping in 1.0 wt % FeCl3 in acetone,spin-coating,o-dichlorobenzene (o-DCB),anhydrous toluene,N/A,bottom-gate/top-contact architecture,sharper vibronic bands,488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/pdf/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,text_mining_GPT_extended
PIID810-TT,poly(isoindigo-thienothiophene),octyldodecyl,alkyl,810,modulate the volumetric portion of the amorphous-like regions to change dopant diffusion efficiency,thermoelectric,electronic,10 nm,100 μm,N/A,N/A,N/A,0.078 cm2·V−1·s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,more amorphous properties,N/A,N/A,sequential doping in 1.0 wt % FeCl3 in acetone,spin-coating,o-dichlorobenzene (o-DCB),anhydrous toluene,N/A,bottom-gate/top-contact architecture,more amorphous properties,488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/pdf/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,text_mining_GPT_extended
PIID1012-TT,poly(isoindigo-thienothiophene),decyltetradecyl,alkyl,1012,modulate the volumetric portion of the amorphous-like regions to change dopant diffusion efficiency,thermoelectric,electronic,10 nm,100 μm,N/A,N/A,N/A,0.068 cm2·V−1·s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,relatively higher crystallinity,N/A,23.54 Å,sequential doping in 1.0 wt % FeCl3 in acetone,spin-coating,o-dichlorobenzene (o-DCB),anhydrous toluene,N/A,bottom-gate/top-contact architecture,sharper vibronic bands,488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/pdf/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,text_mining_GPT_extended
PIID1214-TT,poly(isoindigo-thienothiophene),dodecylhexadecyl,alkyl,1214,modulate the volumetric portion of the amorphous-like regions to change dopant diffusion efficiency,thermoelectric,electronic,10 nm,100 μm,N/A,N/A,N/A,0.020 cm2·V−1·s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,more amorphous properties,N/A,N/A,sequential doping in 1.0 wt % FeCl3 in acetone,spin-coating,o-dichlorobenzene (o-DCB),anhydrous toluene,N/A,bottom-gate/top-contact architecture,smaller grain size,488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated/pdf/488_strategic-side-chain-engineering-approach-for-optimizing-thermoelectric-properties-of-isoindigo-based-conjugated.txt,text_mining_GPT_extended
P-3O-3F,naphthalenediimide-dialkoxybithiazole backbone,fluorinated alkyl chains terminated OEG side chains,fluorinated alkyl terminated OEG,3,host-dopant miscibility; water repellency,OTE,electronic,75 nm,N/A,23 301 g mol−1,55 059 g mol−1,2.36,N/A,0.72 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,˜4.4 Å,˜26 Å,5 wt% N-DMBI doping,N/A,N/A,N/A,N/A,N/A,fibril-textured morphologies,486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/pdf/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,text_mining_GPT_extended
P-3O-5F,naphthalenediimide-dialkoxybithiazole backbone,fluorinated alkyl chains terminated OEG side chains,fluorinated alkyl terminated OEG,5,host-dopant miscibility; water repellency,OTE,electronic,40 nm,N/A,29 702 g mol−1,67 556 g mol−1,2.27,N/A,0.45 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5 wt% N-DMBI doping,N/A,N/A,N/A,N/A,N/A,good dopant/polymer mixing,486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/pdf/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,text_mining_GPT_extended
P-3O-7F,naphthalenediimide-dialkoxybithiazole backbone,fluorinated alkyl chains terminated OEG side chains,fluorinated alkyl terminated OEG,7,host-dopant miscibility; water repellency,OTE,electronic,40 nm,N/A,31 138 g mol−1,88 057 g mol−1,2.82,N/A,0.51 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,˜4.8 Å,˜30 Å,5 wt% N-DMBI doping,N/A,N/A,N/A,N/A,N/A,good dopant/polymer mixing,486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/pdf/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,text_mining_GPT_extended
P-3O-3H,naphthalenediimide-dialkoxybithiazole backbone,polar OEG side chains,OEG,3,host-dopant miscibility,OTE,electronic,50 nm,N/A,26 231 g mol−1,29 666 g mol−1,1.13,N/A,0.16 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,˜4.4 Å,˜26 Å,5 wt% N-DMBI doping,N/A,N/A,N/A,N/A,N/A,fibril-textured morphologies,486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/pdf/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,text_mining_GPT_extended
P-3O-7H,naphthalenediimide-dialkoxybithiazole backbone,polar OEG side chain with an alkyl chain ending group,OEG,7,control end-group effect,OTE,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,˜4.5 Å,˜28 Å,N-DMBI doping,N/A,N/A,N/A,N/A,N/A,N/A,486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic/pdf/486_Advanced Science - 2025 - Ye - Fluorinated Alkyl Chains Terminated Polar Glycol Ether Side Chain for N%E2%80%90Type Organic.txt,text_mining_GPT_extended
CPE-C2-Na,cyclopentadithiophene-alt-benzothiadiazole,sulfonate-containing alkyl chain (derived from sodium 2-bromoethanesulfonate),alkyl,2 methylene units,"investigate effects on optical, electrochemical and morphological properties",OECT,mixed ionic-electronic,1.5–1.9 mm,8 mm,18.1 kg mol−1,N/A,N/A,N/A,N/A,5.1 ± 1.7 F cm−3,N/A,N/A,N/A,N/A,N/A,least ordered,0.38 nm,0.71 nm,0.1 M NaCl; GOPS 32% wt,processed from water; crosslinked with GOPS,water,EtOH/H2O,0.1 M NaCl,"interdigitated contacts OECT, Ag/AgCl gate",least ordered,475_d3tc00355h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/475_d3tc00355h/475_d3tc00355h/pdf/475_d3tc00355h.txt,text_mining_GPT_extended
CPE-C3-Na,cyclopentadithiophene-alt-benzothiadiazole,sulfonate-terminated alkyl chain,alkyl,3 methylene units,"investigate effects on optical, electrochemical and morphological properties",OECT,mixed ionic-electronic,1.5–1.9 mm,8 mm,15.0 kg mol−1,N/A,N/A,N/A,N/A,(2.2 ± 0.2) × 10^2 F cm−3,N/A,N/A,N/A,N/A,N/A,better packing order,0.36 nm,N/A,0.1 M NaCl; GOPS 32% wt,processed from water; crosslinked with GOPS,water,EtOH/H2O,0.1 M NaCl,"interdigitated contacts OECT, Ag/AgCl gate",better packing order,475_d3tc00355h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/475_d3tc00355h/475_d3tc00355h/pdf/475_d3tc00355h.txt,text_mining_GPT_extended
CPE-C4-Na,cyclopentadithiophene-alt-benzothiadiazole,pendant sulfonate via alkyl linker,alkyl,4 methylene units,"investigate effects on optical, electrochemical and morphological properties",OECT,mixed ionic-electronic,1.5–1.9 mm,8 mm,11.3 kg mol−1,N/A,N/A,N/A,N/A,(2.5 ± 0.3) × 10^2 F cm−3,N/A,N/A,N/A,N/A,N/A,better packing order,0.36 nm,N/A,0.1 M NaCl; GOPS 32% wt,processed from water; crosslinked with GOPS,water,EtOH/H2O,0.1 M NaCl,"interdigitated contacts OECT, Ag/AgCl gate",better packing order,475_d3tc00355h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/475_d3tc00355h/475_d3tc00355h/pdf/475_d3tc00355h.txt,text_mining_GPT_extended
CPE-C5-Na,cyclopentadithiophene-alt-benzothiadiazole,"sulfonate-terminated alkyl chain (from 1,5-dibromopentane route)",alkyl,5 methylene units,"investigate effects on optical, electrochemical and morphological properties",OECT,mixed ionic-electronic,1.5–1.9 mm,8 mm,14.5 kg mol−1,N/A,N/A,N/A,N/A,(1.9 ± 0.5) × 10^2 F cm−3,N/A,N/A,N/A,N/A,N/A,better packing order,0.36 nm,0.87 nm,0.1 M NaCl; GOPS 16% wt,processed from water; crosslinked with GOPS,water,EtOH/H2O,0.1 M NaCl,"interdigitated contacts OECT, Ag/AgCl gate",better packing order,475_d3tc00355h.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/475_d3tc00355h/475_d3tc00355h/pdf/475_d3tc00355h.txt,text_mining_GPT_extended
PTMN1,alternating CPDT-TTMN D-A backbone,2-ethylhexyl,alkyl,2-ethylhexyl,solubility,OTE,electronic,N/A,N/A,9.3 kDa,14.8 kDa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,4.2–4.4 Å (qxy); 3.5–3.7 Å (qz),N/A,FeCl3 2 mM; annealed at 200 °C,spin-coated and FeCl3 sequential spin-doping,chloroform,toluene/DMF (7:3),N/A,lateral Ti/Au electrode Seebeck device,deteriorated intermolecular ordering,485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/pdf/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,text_mining_GPT_extended
PTMN1,alternating CPDT-TTMN D-A backbone,2-ethylhexyl,alkyl,2-ethylhexyl,solubility,OTE,electronic,N/A,N/A,9.3 kDa,14.8 kDa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,4.2–4.4 Å (qxy); 3.5–3.7 Å (qz),N/A,FeCl3 4 mM; annealed at 200 °C,spin-coated and FeCl3 sequential spin-doping,chloroform,toluene/DMF (7:3),N/A,lateral Ti/Au electrode Seebeck device,deteriorated intermolecular ordering,485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/pdf/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,text_mining_GPT_extended
PTMN2,alternating BDT-TTMN D-A backbone,2-ethylhexyl,alkyl,2-ethylhexyl,solubility,OTE,electronic,N/A,N/A,4.6 kDa,11.0 kDa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.6 Å,22.3 Å,FeCl3 16 mM; annealed at 250 °C,spin-coated and FeCl3 sequential spin-doping,chloroform,toluene/DMF (7:3),N/A,lateral Ti/Au electrode Seebeck device,excellent lamellar stacking ordering,485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for/pdf/485_Adv Funct Materials - 2025 - Kim - Distinctive Doping Behavior of Conjugated Polymers With Pendant%E2%80%90Side Conjugation for.txt,text_mining_GPT_extended
